subject,structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,original_mri_voxel_x,original_mri_voxel_z,original_mri_voxel_y,original_mri_world_x,original_mri_world_y,original_mri_world_z,template,gm_mask,gm_mask_file,remapped,original_mni_sym09c_x,original_mni_sym09c_y,original_mni_sym09c_z,alleninf_mni_sym09c_x,alleninf_mni_sym09c_y,alleninf_mni_sym09c_z,cic_mni_sym09c_x,cic_mni_sym09c_y,cic_mni_sym09c_z,gm_remapping_distance_original,gm_remapping_distance_alleninf,gm_remapping_distance_cic
H0351.1012,9031,9,139379862,CX,3,"oculomotor nuclear complex, left",111938333,93,117,109,-2,-1,-27,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-2.79514395237657,-17.9404726470791,-8.27291785762015,-4.20626260253488,-18.3342434887479,-8.05053992009257,-1.74457342576639,-16.4647045480128,-12.9391397491098,0,0,0
H0351.1012,4518,9,139379892,CX,Sb,"subthalamic nucleus, left",111887279,107,111,109,-16,-1,-21,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-17,-18,-2,-18,-18,-2,-15,-18,-8,0.7593157961779835,2.18173841099033,2.8331482468714624
H0351.1012,4507,9,139379876,CX,ZI,"zona incerta, left",111938330,107,112,109,-16,-1,-22,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-16,-18,-3,-18,-18,-2,-15,-18,-8,1.1612987511028074,2.584363452580223,2.3256703130261136
H0351.1012,4506,9,139379860,CX,R,"reticular nucleus of thalamus, left",112157619,111,98,109,-20,-1,-8,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-20,-17,11,-20,-17,10,-19.8186287301193,-17.1412350099076,8.6866537559516,1.100570126178403,2.785740091321298,0
H0351.1012,4437,9,139379806,CX,ILc,"caudal group of intralaminar nuclei, left",112147668,99,105,109,-8,-1,-15,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-9.74428771294814,-16.9370124308708,4.05598454340417,-12.5269720013294,-15.8746765956008,2.9451670342698,-8.19397540138293,-17.0769115662906,0.267603191813704,0,0,0
H0351.1012,4409,9,139379894,CX,DTLd,"lateral group of nuclei, left, dorsal division",113819304,105,89,109,-14,-1,1,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-15,-18,20,-16.4480841579425,-17.8173065179584,19.1465421818288,-14.7892152114593,-17.2546680180273,17.7140784605977,0.8169160240402108,0,0
H0351.1012,4400,9,139379804,CX,DTM,"medial group of nuclei, left",112158317,98,96,109,-7,-1,-6,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-9.21170313638553,-16.8750582224765,12.8971009939783,-10.906315557575,-14.7337740921544,11.0749814784699,-8.06548595871009,-17.4610281493805,12.0214712896688,0,0,0
H0351.1012,4296,9,139379788,CX,GPi,"globus pallidus, internal segment, left",112322075,113,112,109,-22,-1,-22,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-19,-18,-1,-29,-16,-3,-24,-21,-9,4.339234328141081,3.1087095984644244,5.137953288850203
H0351.1012,4288,9,139379756,CX,Pu,"putamen, left",112148292,122,108,109,-31,-1,-18,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-31.7830873171695,-16.9536384336833,1.7233662505725,-34,-18,3,-29.2814874005385,-16.9223560740917,-0.151126470656179,0,0.70793865757966,0
H0351.1012,9708,11,139379890,CX,CPLV,choroid plexus of the lateral ventricle,113075242,119,102,129,-28,-21,-12,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,FALSE,-29.1214156195802,-36.801045539289,7.84563439748524,-28.3417554643107,-37.4189021571501,5.64849157341857,-25.8312108162642,-37.1264890177773,4.32456764260367,NA,NA,NA
H0351.1012,4532,11,139379874,CX,PIN,pineal gland,113512322,104,112,129,-13,-21,-22,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-14.3041048210291,-37.250216196181,-2.69145497316687,-14.5208089202075,-37.9323421323708,-5.48560115745072,-12.2042326129615,-37.0856735485116,-6.63700743168281,0,0,0
H0351.1012,4409,11,139379858,CX,DTLd,"lateral group of nuclei, left, dorsal division",113042947,109,105,129,-18,-21,-15,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-18.7465433900801,-37.0884736863773,4.98514336901698,-19.70864614998,-37.0394835251589,1.32497337853912,-17.0204383541247,-36.8932935600729,1.07789718236476,0,0,0
H0351.1012,4257,11,139379786,CX,CA4,"CA4 field, left",113213777,115,104,129,-24,-21,-14,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-27,-36,6,-25,-38,2,-22.3814454891805,-37.1947125107395,1.44541167914421,2.298247244485484,1.6068592175270033,0
H0351.1012,4258,11,139379802,CX,DG,"dentate gyrus, left",112429620,114,105,129,-23,-21,-15,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-22,-37,5,-24.3393831651747,-36.7729580063693,2.1539521968302,-21.5954128814671,-37.2710073226847,0.339741172230493,2.002985898052301,0,0
H0351.1012,4282,11,139379842,CX,BCd,"body of caudate nucleus, left",113074648,124,98,129,-33,-21,-8,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-37,-34,13,-29,-36,9,-29,-36,9,3.477271571959267,3.7889351911515337,2.0230187019554164
H0351.1012,4256,11,139379906,CX,CA3,"CA3 field, left",113355697,114,104,129,-23,-21,-14,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-22,-37,5,-24,-37,2,-21.4884370035431,-37.0784083775846,1.5321805420789,2.219800732270986,1.1189383430555024,0
H0351.1012,4409,11,139379721,CX,DTLd,"lateral group of nuclei, left, dorsal division",113509827,108,105,129,-17,-21,-15,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-17.6550232147369,-37.1635480298776,4.82665010306789,-18.6681302501559,-37.2232400524756,1.09293357783689,-16.072309697731,-36.8154226795504,1.27793027090922,0,0,0
H0351.1012,4120,12,126435041,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",112191395,104,48,138,-13,-30,42,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-14.7430349931272,-46.9353917300807,64.7253869467374,-14.0360432282465,-48.4497594841491,63.3127301670439,-13.3500414571576,-46.0558984094215,62.5557146784948,0,0,0
H0351.1012,4237,12,126435073,CX,CgGr-s,"cingulate gyrus, retrosplenial part, left, superior bank of gyrus",112191356,93,76,138,-2,-30,14,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-2.65895684586248,-48.3765638235205,32.3483897340579,-1.93401903996041,-48.2066578648977,35.7080162502442,-2,-46,36,0,0,0.827786926655551
H0351.1012,4099,12,126435137,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",112191642,131,57,139,-40,-31,33,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-44.1754719352459,-45.0837030359285,51.5971277705216,-38.5100486888029,-43.324745126569,52.7150766758406,-41.6097435675528,-48.9257613385671,50.7420026524322,0,0,0
H0351.1012,4099,12,126435105,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",112191641,132,54,139,-41,-31,36,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-46,-46,55,-40,-42,56,-43.1524913468938,-49.1959552130953,53.2002445091805,1.2942787110477096,1.2833231152928848,0
H0351.1012,4120,14,126435011,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",112725872,94,51,159,-3,-51,39,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5,-69,56,-5,-68,58,-2.93191461335303,-66.0146234571678,60.0532745508453,1.4208563132169727,1.7086580900896997,0
H0351.1012,4099,14,126434979,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",112725870,111,73,160,-20,-52,17,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-22.8150777014366,-69.2133566504498,36.32900880257,-23,-67,36,-24.1587361018355,-66.9903517103325,38.283555720065,0,1.9578485133680323,0
H0351.1012,4098,14,126435153,CX,SPL-s,"superior parietal lobule, left, superior bank of gyrus",112725871,109,39,159,-18,-51,51,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-19,-66,70,-19,-67,69,-18,-65,70,3.3017604676147516,2.6079745779971644,1.1891622187751845
H0351.1012,4114,14,126435027,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",112708384,132,57,161,-41,-53,33,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-43,-71,51,-42.1734619537015,-70.6083071185406,50.1181420451118,-37,-70,53,0.9210079103599819,0,1.6548456290951643
H0351.1012,4194,14,126435091,CX,LiG-str,"lingual gyrus, left, striate",112718485,97,106,158,-6,-50,-16,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6,-68,3,-6.01433995128385,-69.5090074653924,0.711554377832845,-5.46800851212197,-63.8906634063773,3.42188713610818,1.747098291571289,0,0
H0351.1012,4193,14,126435059,CX,LiG-pest,"lingual gyrus, left, peristriate",112718482,108,111,158,-17,-50,-21,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-17,-67,-1,-16,-67,-5,-14.9685923788919,-64.6219922839229,-1.61449076137607,1.1338063820445476,1.3828957506324722,0
H0351.1012,4200,14,126435155,CX,OTG-s,"occipito-temporal gyrus, left, superior bank of gyrus",112797082,127,116,160,-36,-52,-26,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-40,-69,-9,-36,-72,-12,-29.3890071847884,-68.9246579896644,-6.42987320558205,1.5853963185882218,1.7834889047875857,0
H0351.1012,4120,15,126434997,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",112731857,97,54,172,-6,-64,36,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-8,-79,55,-7,-78,56,-7.06465722157924,-78.3115972907959,54.060804328865,3.344228222672608,3.766956351206067,0
H0351.1012,4201,15,126435125,CX,OTG-i,"occipito-temporal gyrus, left, inferior bank of gyrus",112731491,120,126,173,-29,-65,-36,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-30.3660604262606,-82.9268579953776,-16.3879109292729,-28.9231331512933,-84.7385737118615,-17.4518319508352,-25.8190159253709,-82.9764570788019,-13.6232404742071,0,0,0
H0351.1012,4193,15,126435093,CX,LiG-pest,"lingual gyrus, left, peristriate",112731490,99,124,171,-8,-63,-34,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-8.02263233396326,-81.1314700184214,-14.8053410282529,-7.34218924298992,-81.8601370417855,-13.3899102619088,-9.66841360955542,-78.2059284112948,-11.6533506862172,0,0,0
H0351.1012,4194,16,126435095,CX,LiG-str,"lingual gyrus, left, striate",112783485,92,116,184,-1,-76,-26,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-3.1304422066556,-94.408077987041,-6.91372805784299,-1.75062952694018,-91.1443780735879,-5.63819099161366,-0.955833534530341,-90.1881140629982,-2.85368822452918,0,0,0
H0351.1012,4214,16,126435063,CX,SOG-s,"superior occipital gyrus, left, superior bank of gyrus",112782883,112,79,182,-21,-74,11,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-23.0560407446863,-91.6558145212143,28.732371339126,-20.9412453032036,-89.048247729229,30.0130753445977,-27.1971722775209,-87.7975029915724,32.3757698497517,0,0,0
H0351.1012,4120,13,126435009,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",112193675,100,61,149,-9,-41,29,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-10.1198153500073,-59.0879569974287,48.1312262510165,-8.61434613967347,-58.6524503874444,47.5777134012559,-8.74732141425116,-55.9501723008266,51.0601600926635,0,0,0
H0351.1012,4194,13,126434532,CX,LiG-str,"lingual gyrus, left, striate",112196093,110,106,150,-19,-42,-16,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-20.7010335717928,-57.5849731207574,3.93519819167279,-18,-60,1,-17.4208086739328,-56.8325263946682,2.35572144662981,0,1.2787895264639633,0
H0351.1012,4121,13,126434469,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",112194048,94,97,149,-3,-41,-7,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-3.77698784715456,-57.1595277159273,13.1059313298271,-3.16079369889999,-57.2018939784557,8.90076859421348,-2.39621287984278,-56.2832368281608,15.3074423077142,0,0,0
H0351.1012,4172,13,126434359,CX,PLT,"planum temporale, left",112193967,148,81,151,-57,-43,9,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-56.5539169974738,-61.1983036148019,27.4720951108192,-50.6640326278466,-60.5727954824887,28.902301099632,-56.5687519794413,-56.3662001095598,29.7927199336465,0,0,0
H0351.1012,4135,13,126434583,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",112193968,153,85,151,-62,-43,5,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-63.0214358509167,-60.046916384394,23.6922227975113,-58.7934517537131,-60.2047505964529,25.5466555685435,-60.0191984477839,-57.848360587761,24.7927519883404,0,0,0
H0351.1012,4107,13,126434565,CX,SMG-i,"supramarginal gyrus, left, inferior bank of gyrus",112193966,149,68,152,-58,-44,22,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-58.0539309581337,-62.094498021259,42.3976871316455,-54.0271841195031,-58.5390778670845,44.3406232470943,-56.5645799902095,-58.9588705647046,42.1569937106858,0,0,0
H0351.1012,4151,13,126434472,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",112193023,150,108,150,-59,-42,-18,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-59.1832247707536,-58.2594278094608,2.19663301903444,-53.4573591635973,-59.533969121835,0.37017770745268,-53.027613231399,-59.1741293588402,1.92221012546062,0,0,0
H0351.1012,4143,12,126434329,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",112191704,157,113,139,-66,-31,-23,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-68.2477015262452,-46.5051276317012,-4.32091952266771,-66.7702329613356,-47.4701061780114,-2.53756746560216,-60.6653477303261,-48.9976736386638,-1.810516381118,0,0,0
H0351.1012,4230,9,126434399,CX,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",1408337,98,63,109,-7,-1,27,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-8.912668187024,-19.9076146594094,47.6246415716517,-7.68966943903915,-23.473586324374,49.2123556553487,-6.70525688248073,-18.3395043083316,44.8670470305528,0,0,0
H0351.1012,4074,9,126434381,CX,PCLa-i,"paracentral lobule, anterior part, left, inferior bank of gyrus",1408338,98,59,109,-7,-1,31,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-9.00022292283631,-20.0542973781421,52.1540298793449,-8,-25,54,-7.08244050422616,-18.8108899983885,48.7888778907802,0,1.81905255024465,0
H0351.1012,4030,7,126434326,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",1407328,121,53,86,-30,22,37,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-29,3,58,-26,0,59,-26.7589736469694,1.48492516208756,58.3870743517685,1.312355578031289,1.323889318827511,0
H0351.1012,4230,11,126434502,CX,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",111795932,96,74,129,-5,-21,16,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.87769173607516,-38.6965867110101,35.4821761872576,-7.29814528631197,-38.1832120102335,34.4819090669817,-5.09580792443722,-37.1971454517558,37.4409090967453,0,0,0
H0351.1012,4120,11,126434483,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",111795933,93,57,129,-2,-21,33,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-2.71396310673926,-38.4980953455724,54.3249588830818,-2,-41,54,-2,-41,53,0,1.8001828545097756,0.7393688686958174
H0351.1012,4159,11,126434463,CX,FuG-l,"fusiform gyrus, left, lateral bank of gyrus",111795831,120,128,129,-29,-21,-38,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-29.1416281077496,-37.2355602333916,-19.29483748065,-30.0516355111656,-37.5991196286427,-17.7113560043144,-28.2188175217096,-38.74405945559,-21.4126510496138,0,0,0
H0351.1012,4149,11,126434397,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",111795833,144,134,129,-53,-21,-44,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-53.3805190872118,-38.9489266959575,-26.0060631949908,-54,-37,-22,-50.9791128272986,-40.1942185121257,-21.4808204978923,0,0.7009305831036491,0
H0351.1012,4143,11,126434527,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",111796073,160,127,129,-69,-21,-37,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-68,-37,-19,-68,-38,-15,-65.3262764420597,-40.5400662760223,-13.8079886382276,1.964044675377375,1.2269754577291394,0
H0351.1012,4160,10,126434322,CX,FuG-cos,"fusiform gyrus, left, bank of cos",111794095,126,130,117,-35,-9,-40,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-35.7353033606439,-25.3618200506367,-22.0541825271787,-36.6482758556079,-26.5015240191899,-21.2892477129305,-35.6115851995881,-26.238454919621,-21.7248629658799,0,0,0
H0351.1012,4149,10,126434557,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",111794097,137,133,117,-46,-9,-43,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-47.8068379814075,-26.0991915373102,-25.0541460769909,-49.0569363135498,-27.0521133035819,-24.6854666474897,-44.8748044377828,-27.6912147489922,-22.5224697685215,0,0,0
H0351.1012,4151,10,126434437,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",111794576,151,137,117,-60,-9,-47,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-60.80244518615,-26.8904487079427,-28.5495736349464,-59.2187690038199,-28.2608647058402,-26.5101943842174,-55.6612002783182,-28.941075447863,-23.0006109891131,0,0,0
H0351.1012,4150,10,126434411,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",111794577,150,146,117,-59,-9,-56,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-60,-23,-34,-59,-26,-32,-57.589215461947,-26.873474290943,-29.6420973832008,4.849085957369249,4.581622922606799,0
H0351.1012,4143,10,126434395,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",111794575,154,136,117,-63,-9,-46,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-63.2916608465751,-26.4567230375713,-27.114722521119,-61.6265693440515,-27.9459451734458,-25.0232678479897,-59.7401013264039,-28.2086468294095,-21.3794290734694,0,0,0
H0351.1012,4087,9,126432591,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",1408334,141,57,109,-50,-1,33,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-52,-15,53,-47,-17,55,-47,-18,55,1.214604391768181,1.0992112018941023,1.6056614498287185
H0351.1012,4087,9,126434993,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",1408334,140,57,109,-49,-1,33,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-50,-15,53,-46.7121679598644,-16.8304714364029,55.1630244352199,-46.4501606484329,-19.1485791657532,55.1107001741081,1.346411493701855,0,0
